title,year,director,actors,rating,runtime,genre
Hotel Transylvania 2,7.60887062919126,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",63.42089566023286,89.0,Animation
The Peanut Butter Falcon,7.61085279039525,"Directors:Tyler Nilson, Michael Schwartz","Zack Gottsagen, Ann Pierce, Dakota Johnson, Bruce Dern",86.54418743517611,97.0,Adventure
Just Before I Go,7.608374474380783,Courteney Cox,"Seann William Scott, Olivia Thirlby, Garret Dillahunt",61.34119912365712,95.0,"Comedy, Drama, Romance"
All Is Lost,7.607878073278507,J.C. Chandor, Star:Robert Redford,69.9100080306912,106.0,Action
Ricki and the Flash,7.60887062919126,Jonathan Demme,"Meryl Streep, Kevin Kline, Mamie Gummer",47.921717176698934,101.0,"Comedy, Drama, Music"
Danny Boy,7.611842399580417,Sam Miller,"Toby Jones, Nima Taleghani, Kiran Sonia Sawar",67.7050282591593,84.0,"Drama, War, TV Movie"
Logan Lucky,7.609862200913554,Steven Soderbergh,"Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie",72.1572896883122,118.0,Action
Iron Man 3,7.607878073278507,Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow",69.9100080306912,130.0,"Action, Adventure, Science Fiction"
Justice League Dark,7.609862200913554,Jay Oliva,"Matt Ryan, Camilla Luddington, Jason O'Mara, JB Blanc",81.5747614577252,75.0,"Science Fiction, Action, Animation, Fantasy, Thriller"
A House on the Bayou,7.611842399580417,Alex McAulay,"Angela Sarafyan, Paul Schneider, Lia McHugh",47.921717176698934,88.0,"Horror, Thriller"
Once Upon a Snowman,7.611347717403621,"Dan Abraham, Trent Correy","Kristen Bell, Jonathan Groff, Idina Menzel",69.9100080306912,8.0,"Animation, Family, Comedy, Fantasy"
War for the Planet of the Apes,7.609862200913554,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",81.5747614577252,140.0,Action
The Forest,7.6093665379542115,Jason Zada,"Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo",32.06057193847274,93.0,Horror
Hummingbird,7.607878073278507,Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong",55.34828858751685,100.0,Action
Maya the Bee: The Honey Games,7.610357618312838,"Noel Cleary, Sergio Delfino, Alexs Stadermann","Coco Jack Gillies, Benson Jack Anthony, Richard Roxburgh",67.7050282591593,85.0,"Comedy, Family, Animation, Adventure"
The Escort,7.60887062919126,Will Slocombe,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey",51.55537689731064,88.0,"Drama, Comedy, Romance"
My Little Pony: The Movie,7.609862200913554,Jayson Thiessen,"Emily Blunt, Kristin Chenoweth, Liev Schreiber",76.77982720685162,99.0,"Family, Animation, Music, Adventure, Fantasy"
True Story,7.60887062919126,Rupert Goold,"James Franco, Jonah Hill, Felicity Jones, Maria Dizzia",57.305172884912324,99.0,Biography
Ghostland,7.610357618312838,Pascal Laugier,"Crystal Reed, Mylène Farmer, Anastasia Phillips, Emilia Jones",59.30271698622398,91.0,Drama
Desierto,7.60887062919126,Jonás Cuarón,"Gael García Bernal, Jeffrey Dean Morgan, Alondra Hidalgo",53.43178395413476,88.0,"Thriller, Drama"
The Smurfs: A Christmas Carol,7.60688453121963,Troy Quane,"Fred Armisen, Hank Azaria, Gary Basaraba",65.54208112702213,22.0,"Comedy, Family, Animation"
World War Z,7.607878073278507,Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",72.1572896883122,116.0,Action
Thuppakki,7.607381425639791,A.R. Murugadoss,"Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan",97.01477171215117,165.0,Action
Independence Daysaster,7.607878073278507,W.D. Hogan,"Ryan Merriman, Andrea Brooks, Emily Holmes",28.022677122074377,90.0,"Action, Science Fiction"
Eli,7.61085279039525,Ciarán Foy,"Charlie Shotwell, Kelly Reilly, Max Martini, Lili Taylor",47.921717176698934,98.0,Drama
The Necessary Death of Charlie Countryman,7.607878073278507,Fredrik Bond,"Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger",57.305172884912324,103.0,Action
The Legend of Hercules,7.608374474380783,Renny Harlin,"Kellan Lutz, Gaia Weiss, Scott Adkins",30.678795060196574,99.0,"Action, Adventure"
Sky Sharks,7.611347717403621,Marc Fehse,"Thomas Morris, Eva Habermann, Barbara Nedeljakova",37.95310590351998,102.0,"Horror, Science Fiction, Comedy"
"Roman J. Israel, Esq.",7.609862200913554,Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt",61.34119912365712,122.0,Crime
Hector and the Search for Happiness,7.608374474380783,Peter Chelsom,"Simon Pegg, Rosamund Pike, Tracy-Ann Oberman, Jean Reno",69.9100080306912,120.0,Adventure
I'm Not Ashamed,7.6093665379542115,Brian Baugh,"Masey McLain, Ben Davies, Cameron McKendry",84.03753302013078,112.0,Drama
Alex Cross,7.607381425639791,Rob Cohen,"Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns",36.42454008436073,101.0,Action
American Wrestler: The Wizard,7.6093665379542115,Alex Ranarivelo,"George Thomas, William Fichtner, Ali Afshar",84.03753302013078,117.0,Drama
"Quo vadis, Aida?",7.611347717403621,Jasmila Zbanic,"Jasna Djuricic, Izudin Bajrovic, Boris Ler, Dino Bajrovic",97.01477171215117,101.0,Drama
Invisible Sister,7.60887062919126,Paul Hoen,"Rowan Blanchard, Paris Berelc, Karan Brar",65.54208112702213,80.0,"Fantasy, Adventure, Comedy, TV Movie"
Batman: Bad Blood,7.6093665379542115,Jay Oliva,"Jason O'Mara, Yvonne Strahovski, Stuart Allan, Sean Maher",76.77982720685162,72.0,"Science Fiction, Action, Animation"
The Lucky One,7.607381425639791,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",59.30271698622398,101.0,Drama
Little Italy,7.610357618312838,Donald Petrie,"Emma Roberts, Hayden Christensen, Danny Aiello",67.7050282591593,102.0,"Comedy, Romance"
Crimson Peak,7.60887062919126,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",61.34119912365712,119.0,Drama
Eternals,7.611842399580417,Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek",57.305172884912324,156.0,Action
Breathe,7.609862200913554,Andy Serkis,"Andrew Garfield, Claire Foy, Hugh Bonneville",81.5747614577252,118.0,"Drama, Romance"
Precious Cargo,7.6093665379542115,Max Adams,"Bruce Willis, Mark-Paul Gosselaar, Claire Forlani",37.95310590351998,90.0,"Action, Crime, Thriller"
Book Club,7.610357618312838,Bill Holderman,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",53.43178395413476,104.0,Comedy
Bill & Ted Face the Music,7.611347717403621,Dean Parisot,"Keanu Reeves, Alex Winter, Kristen Schaal, Samara Weaving",49.718783340774266,91.0,Adventure
The Most Beautiful Boy in the World,7.611842399580417,"Kristina Lindström, Kristian Petri","Kristina Lindström, Luchino Visconti, Mario Tursi",81.5747614577252,93.0,Documentary
Deadpool,7.6093665379542115,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",97.01477171215117,108.0,Action
Assassin's Creed,7.6093665379542115,Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson",44.44501216944001,115.0,Action
Surf's Up 2: WaveMania,7.6093665379542115,Henry Yu,"Jeremy Shada, Jon Heder, Melissa Sturm",57.305172884912324,84.0,"Animation, Family, Comedy"
Gunpowder Milkshake,7.611842399580417,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Michelle Yeoh",51.55537689731064,114.0,Action
Beast,7.612336837167746,Nelson Dilipkumar,"Joseph Vijay, Pooja Hegde, K. Selvaraghavan, Shine Tom Chacko",37.95310590351998,155.0,Action
Afternoon Delight,7.607878073278507,Joey Soloway,"Kathryn Hahn, Link Ruiz, Cesar Garcia",47.921717176698934,98.0,"Comedy, Drama"
Maze Runner: The Death Cure,7.610357618312838,Wes Ball,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",55.34828858751685,143.0,Action
Fantastic Beasts and Where to Find Them,7.6093665379542115,David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol",79.15561321339966,132.0,"Adventure, Fantasy"
The Baytown Outlaws,7.607381425639791,Barry Battles,"Billy Bob Thornton, Eva Longoria, Thomas Brodie-Sangster",53.43178395413476,98.0,"Action, Comedy, Crime"
Titane,7.611842399580417,Julia Ducournau,"Vincent Lindon, Agathe Rousselle, Garance Marillier, Laïs Salameh",63.42089566023286,108.0,Drama
Europa Report,7.607878073278507,Sebastián Cordero,"Sharlto Copley, Michael Nyqvist, Christian Camargo, Embeth Davidtz",59.30271698622398,97.0,Adventure
Thoroughbreds,7.609862200913554,Cory Finley,"Olivia Cooke, Anya Taylor-Joy, Anton Yelchin, Paul Sparks",63.42089566023286,92.0,Comedy
The King's Man,7.611842399580417,Matthew Vaughn,"Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson",57.305172884912324,131.0,Action
Sleepless,7.609862200913554,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union",44.44501216944001,95.0,Action
The Huntsman: Winter's War,7.6093665379542115,Cedric Nicolas-Troyan,"Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt",53.43178395413476,114.0,Action
Vacation,7.60887062919126,"Directors:John Francis Daley, Jonathan Goldstein","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",53.43178395413476,99.0,Adventure
It,7.609862200913554,Andy Muschietti,"Bill Skarsgård, Jaeden Martell, Finn Wolfhard",76.77982720685162,135.0,"Horror, Fantasy"
Piku,7.60887062919126,Shoojit Sircar,"Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee",86.54418743517611,123.0,Comedy
Interstellar,7.608374474380783,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy",114.08033302813911,169.0,Adventure
Freelancers,7.607381425639791,Jessy Terrero,"50 Cent, Robert De Niro, Forest Whitaker",36.42454008436073,96.0,"Mystery, Drama, Action, Crime"
Dragonheart 3: The Sorcerer's Curse,7.60887062919126,Colin Teague,"Julian Morris, Tamzin Merchant, Jassa Ahluwalia, Dominic Mafham",41.12293065704463,98.0,Fantasy
Ready Player One,7.610357618312838,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",81.5747614577252,140.0,Action
The Good Lie,7.608374474380783,Philippe Falardeau,"Reese Witherspoon, Arnold Oceng, Ger Duany, Emmanuel Jal",81.5747614577252,110.0,Biography
Guardians of the Galaxy,7.608374474380783,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",97.01477171215117,121.0,Action
The Croods,7.607878073278507,"Directors:Kirk DeMicco, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener",76.77982720685162,98.0,Animation
The Scorpion King: Book of Souls,7.610357618312838,Don Michael Paul,"Zach McGowan, Nathan Jones, Mayling Ng",49.718783340774266,102.0,"Action, Adventure, Fantasy"
Elvis & Nixon,7.6093665379542115,Liza Johnson,"Michael Shannon, Kevin Spacey, Alex Pettyfer",49.718783340774266,86.0,"Drama, Comedy, History"
Pokémon: Detective Pikachu,7.61085279039525,Rob Letterman,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",61.34119912365712,104.0,Action
English Vinglish,7.607381425639791,Gauri Shinde,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand",91.69017539499492,134.0,Comedy
Captain Phillips,7.607878073278507,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener",91.69017539499492,134.0,Action
Side Effects,7.607878073278507,Steven Soderbergh,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",74.44714078403649,106.0,Crime
Viking Quest,7.60887062919126,Todor Chapkanov,"Harry Lister Smith, Jenny Boyd, Oliver Walker",29.332935869024237,88.0,"Action, Adventure, Fantasy, TV Movie"
Dangerous,7.611842399580417,David Hackl,"Scott Eastwood, Kevin Durand, Famke Janssen",59.30271698622398,99.0,"Action, Thriller"
The Lazarus Effect,7.60887062919126,David Gelb,"Olivia Wilde, Mark Duplass, Evan Peters, Sarah Bolger",37.95310590351998,83.0,Horror
Airlift,7.6093665379542115,Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi",94.33002052087464,130.0,Action
Braven,7.610357618312838,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang",49.718783340774266,94.0,Action
Captain Marvel,7.61085279039525,"Directors:Anna Boden, Ryan Fleck","Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",67.7050282591593,123.0,Action
Yeh Jawaani Hai Deewani,7.607878073278507,Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor, Kalki Koechlin",76.77982720685162,160.0,Drama
Batman: Gotham by Gaslight,7.610357618312838,Sam Liu,"Bruce Greenwood, Jennifer Carpenter, Chris Cox",65.54208112702213,78.0,"Thriller, Action, Animation, Science Fiction"
The Contractor,7.612336837167746,Tarik Saleh,"Chris Pine, Gillian Jacobs, Sander Thomas",34.9331339775956,103.0,"Action, Thriller"
Mother!,7.609862200913554,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",63.42089566023286,121.0,Drama
Madagascar 3: Europe's Most Wanted,7.607381425639791,"Directors:Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Jada Pinkett Smith, Chris Rock, David Schwimmer",67.7050282591593,95.0,Animation
Bombshell,7.61085279039525,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",67.7050282591593,109.0,Biography
The Rider,7.609862200913554,Chloé Zhao,"Brady Jandreau, Mooney, Tim Jandreau",79.15561321339966,104.0,"Western, Drama"
The Larva Island Movie,7.611347717403621,Byoung-Wook Ahn,"Hong Bum-ki, Kang Shi Hyun, Eddy Lee",79.15561321339966,89.0,"Animation, Family"
My Little Pony: Equestria Girls - Legend of Everfree,7.6093665379542115,Ishi Rudell,"Tara Strong, Rebecca Shoichet, Ashleigh Ball",81.5747614577252,73.0,"Adventure, Animation, Music, Fantasy, Comedy"
The Purge: Election Year,7.6093665379542115,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",51.55537689731064,108.0,Action
The Inbetweeners 2,7.608374474380783,"Directors:Damon Beesley, Iain Morris","Simon Bird, James Buckley, Blake Harrison, Joe Thomas",59.30271698622398,96.0,Comedy
The Nun,7.610357618312838,Corin Hardy,"Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",39.519135538805955,96.0,Horror
Life of the Party,7.610357618312838,Ben Falcone,"Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone",44.44501216944001,105.0,Comedy
The Hobbit: An Unexpected Journey,7.607381425639791,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage",79.15561321339966,169.0,"Adventure, Fantasy, Action"
You Should Have Left,7.611347717403621,David Koepp,"Kevin Bacon, Amanda Seyfried, Avery Tiiu Essex",49.718783340774266,93.0,Horror
The Broken Circle Breakdown,7.607381425639791,Felix van Groeningen,"Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg",89.0949827188567,111.0,Drama
The Mad Hatter,7.611842399580417,Cate Devaney,"Armando Gutierrez, Nick Miller, Samuel Caleb Walker",47.921717176698934,90.0,"Horror, Thriller"
Descendants 2,7.609862200913554,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson",81.5747614577252,111.0,"Family, Fantasy, TV Movie, Music, Adventure, Action, Romance"
The Hobbit: The Battle of the Five Armies,7.608374474380783,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage",79.15561321339966,144.0,"Action, Adventure, Fantasy"
Between Two Ferns: The Movie,7.61085279039525,Scott Aukerman,"Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara",53.43178395413476,82.0,Comedy
Pokémon Detective Pikachu,7.61085279039525,Rob Letterman,"Ryan Reynolds, Justice Smith, Kathryn Newton",72.1572896883122,104.0,"Action, Adventure, Fantasy"
The King of Staten Island,7.611347717403621,Judd Apatow,"Pete Davidson, Bel Powley, Ricky Velez, Lou Wilson",74.44714078403649,136.0,Comedy
Unbroken: Path to Redemption,7.610357618312838,Harold Cronk,"Samuel Hunt, Merritt Patterson, Bobby Campo",69.9100080306912,98.0,Drama
Into the Storm,7.608374474380783,Steven Quale,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",47.921717176698934,89.0,Action
The Legend of Tarzan,7.6093665379542115,David Yates,"Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz",55.34828858751685,110.0,Action
The Secret Lives of College Freshmen,7.611842399580417,Tony Dean Smith,"Sarah Grey, Kendall Cross, Abby Ross",5.840926671497668,90.0,"TV Movie, Thriller"
Bridget Jones's Baby,7.6093665379542115,Sharon Maguire,"Renée Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips",61.34119912365712,123.0,Comedy
Shaun the Sheep: The Flight Before Christmas,7.611842399580417,Steve Cox,"Justin Fletcher, John Sparkes, Laura Aikman",74.44714078403649,30.0,"Animation, Comedy, Family"
Hot Girls Wanted,7.60887062919126,"Jill Bauer, Ronna Gradus","Tressa Silguero, Riley Reynolds, Rachel Bernard",49.718783340774266,84.0,Documentary
The Man Who Killed Don Quixote,7.610357618312838,Terry Gilliam,"José Luis Ferrer, Ismael Fritschi, Juan López-Tagle",67.7050282591593,132.0,"Adventure, Comedy, Drama, Fantasy"
Palmer,7.611842399580417,Fisher Stevens,"Justin Timberlake, Juno Temple, Alisha Wainwright, Ryder Allen",76.77982720685162,110.0,Drama
The Last Witch Hunter,7.60887062919126,Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",49.718783340774266,106.0,Action
SuperFly,7.610357618312838,Director X,"Trevor Jackson, Jason Mitchell, Lex Scott Davis",67.7050282591593,116.0,"Action, Crime"
Intersect,7.611347717403621,Gus Holwerda,"James Morrison, Richard Dawkins, Jason Spisak",47.921717176698934,119.0,"Horror, Science Fiction, Thriller"
The Survivalist,7.60887062919126,Stephen Fingleton,"Martin McCann, Mia Goth, Olwen Fouéré",29.332935869024237,104.0,"Thriller, Mystery, Action"
Captain Underpants: Mega Blissmas,7.611347717403621,"Erik Kling, Kevin Peaty, David H. Brooks","Nat Faxon, Jay Gragnani, Ramone Hamilton",46.1638902214069,45.0,"Animation, Family, Comedy"
Disobedience,7.609862200913554,Sebastián Lelio,"Rachel Weisz, Rachel McAdams, Alessandro Nivola, Anton Lesser",63.42089566023286,114.0,Drama
Divergent,7.608374474380783,Neil Burger,"Shailene Woodley, Theo James, Kate Winslet, Jai Courtney",63.42089566023286,139.0,Action
Grave Encounters 2,7.607381425639791,John Poliquin,"Richard Harmon, Shawn C. Phillips, Jennica Fulton, Jeffrey Bowyer-Chapman",36.42454008436073,98.0,Horror
Get Out,7.609862200913554,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener",89.0949827188567,104.0,Horror
The Loft,7.608374474380783,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",57.305172884912324,108.0,Mystery
A Monster Calls,7.6093665379542115,J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell",81.5747614577252,108.0,Adventure
Holmes & Watson,7.610357618312838,Etan Cohen,"Will Ferrell, John C. Reilly, Ralph Fiennes, Rebecca Hall",20.890600596798514,90.0,Comedy
What We Do in the Shadows,7.608374474380783,"Directors:Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh",86.54418743517611,86.0,Comedy
Mad Max: Fury Road,7.60887062919126,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz",99.74468116706201,120.0,Action
Lavender,7.6093665379542115,Ed Gass-Donnelly,"Abbie Cornish, Dermot Mulroney, Justin Long",46.1638902214069,92.0,"Drama, Thriller"
Always Watching: A Marble Hornets Story,7.60887062919126,James Moran,"Alexandra Breckenridge, Christopher Marquette, Jake McDorman",36.42454008436073,92.0,Horror
A Haunted House 2,7.608374474380783,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Cedric The Entertainer",53.43178395413476,86.0,"Comedy, Horror"
A Wizard's Tale,7.610357618312838,Andrés Couturier,"Ian McShane, Toby Kebbell, Lily Collins",49.718783340774266,97.0,"Comedy, Animation, Adventure, Family, Fantasy"
Operation Finale,7.610357618312838,Chris Weitz,"Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",63.42089566023286,122.0,Biography
Jurassic World,7.60887062919126,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer",69.9100080306912,124.0,Action
The Swan Princess: A Royal Wedding,7.611347717403621,Richard Rich,"Nina Herzog, Yuri Lowenthal, Joseph Medrano",79.15561321339966,83.0,"Animation, Family, Fantasy"
The Blackcoat's Daughter,7.60887062919126,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton",46.1638902214069,93.0,"Horror, Thriller"
A Thousand Words,7.607381425639791,Brian Robbins,"Eddie Murphy, Cliff Curtis, Kerry Washington, Clark Duke",47.921717176698934,91.0,Comedy
Risen,7.6093665379542115,Kevin Reynolds,"Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis",57.305172884912324,107.0,Action
The Boss,7.6093665379542115,Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",41.12293065704463,99.0,Comedy
Big Miracle,7.607381425639791,Ken Kwapis,"Drew Barrymore, John Krasinski, John Pingayak",63.42089566023286,107.0,"Drama, Romance, Adventure"
The Red Sea Diving Resort,7.61085279039525,Gideon Raff,"Mbulelo Grootboom, Sizo Mahlangu, Michael Kenneth Williams, Masasa Mbangeni",63.42089566023286,129.0,Drama
Dear White People,7.608374474380783,Justin Simien,"Tyler James Williams, Tessa Thompson, Kyle Gallner, Teyonah Parris",53.43178395413476,108.0,Comedy
Do You Believe?,7.60887062919126,Jon Gunn,"Mira Sorvino, Sean Astin, Alexa PenaVega",65.54208112702213,120.0,"Fantasy, Drama"
Malignant,7.611842399580417,James Wan,"Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White",55.34828858751685,111.0,Crime
Wish Upon a Unicorn,7.611347717403621,Steve Bencich,"Ryan Kiera Armstrong, Summer Fontana, Jonathan Lajoie",76.77982720685162,93.0,"Adventure, Family, Fantasy"
Secret Obsession,7.61085279039525,Peter Sullivan,"Brenda Song, Mike Vogel, Dennis Haysbert",42.76479054591126,97.0,"Drama, Thriller"
100% Wolf,7.611347717403621,Alexs Stadermann,"Loren Gray, Adriane Daff, Akmal Saleh",49.718783340774266,96.0,"Animation, Family, Fantasy"
Midnight in the Switchgrass,7.611842399580417,Randall Emmett,"Emile Hirsch, Megan Fox, Bruce Willis",55.34828858751685,99.0,"Crime, Mystery, Thriller, Action"
Her,7.607878073278507,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara",97.01477171215117,126.0,Drama
Vicky Donor,7.607381425639791,Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia",91.69017539499492,126.0,Comedy
The Fundamentals of Caring,7.6093665379542115,Rob Burnett,"Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff",79.15561321339966,97.0,Comedy
The Poison Rose,7.61085279039525,"Francesco Cinquemani, George Gallo","John Travolta, Morgan Freeman, Brendan Fraser",28.022677122074377,98.0,"Thriller, Crime"
The Death of Superman,7.610357618312838,"Jake Castorena, Sam Liu","Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Rosario Dawson",86.54418743517611,81.0,"Science Fiction, Animation, Action, Drama"
Percy Jackson: Sea of Monsters,7.607878073278507,Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Brandon T. Jackson",51.55537689731064,106.0,"Adventure, Family, Fantasy"
Blue Jasmine,7.607878073278507,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",79.15561321339966,98.0,Comedy
A Choice of Weapons: Inspired by Gordon Parks,7.611842399580417,John Maggio,"Kareem Abdul-Jabbar, Muhammad Ali, Devin Allen",63.42089566023286,89.0,Documentary
Fifty Shades of Grey,7.60887062919126,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",23.13120070968066,125.0,Drama
A Bigger Splash,7.60887062919126,Luca Guadagnino,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",59.30271698622398,125.0,Drama
Lego DC Batman: Family Matters,7.61085279039525,Matt Peters,"Troy Baker, Steve Blum, Zach Callison",72.1572896883122,72.0,"Animation, Family, Action, Comedy"
A Question of Faith,7.609862200913554,Kevan Otto,"Richard T. Jones, Kim Fields, C. Thomas Howell",84.03753302013078,104.0,Drama
The Whole Truth,7.6093665379542115,"Directors:Courtney Hunt, Theresa A. Young","Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso",55.34828858751685,93.0,Crime
The Clovehitch Killer,7.610357618312838,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty",61.34119912365712,109.0,Crime
Game of Thrones: The Last Watch,7.61085279039525,Jeanie Finlay,"Kevin Alexander, Alfie Allen, Jacob Anderson",74.44714078403649,114.0,"Documentary, TV Movie"
Accident Man,7.610357618312838,Jesse V. Johnson,"Scott Adkins, Ray Stevenson, David Paymer",51.55537689731064,105.0,"Action, Crime, Thriller"
Rush,7.607878073278507,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",99.74468116706201,123.0,Action
Life After Beth,7.608374474380783,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly",41.12293065704463,89.0,"Romance, Comedy, Horror"
SlugTerra: Return of the Elementals,7.608374474380783,"Johnny Darrell, Daniel DeSerranno, Behzad Mansoori-Dara","Sam Vincent, Andrew Francis, Lee Tockar",59.30271698622398,70.0,"Family, Animation, Adventure"
First Man,7.610357618312838,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",79.15561321339966,141.0,Biography
Tolkien,7.61085279039525,Dome Karukoski,"Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi",67.7050282591593,112.0,Biography
Justice League: Gods and Monsters,7.60887062919126,Sam Liu,"Benjamin Bratt, Michael C. Hall, Tamara Taylor, Paget Brewster",76.77982720685162,76.0,"Action, Animation, Fantasy"
Mud,7.607381425639791,Jeff Nichols,"Matthew McConaughey, Tye Sheridan, Jacob Lofland, Sam Shepard",81.5747614577252,130.0,Drama
The Lorax,7.607381425639791,"Directors:Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",59.30271698622398,86.0,Animation
The Star,7.609862200913554,Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant",53.43178395413476,86.0,"Comedy, Adventure, Family, Fantasy, Animation"
Brick Mansions,7.608374474380783,Camille Delamarre,"Paul Walker, David Belle, RZA, Goûchy Boy",44.44501216944001,90.0,Action
